vehicle_name,year,miles,price,transmission,fuel_type,drivetrain,exterior_color,vin,mpg,engine
Pontiac G6 Base,2006,"133,711 ","4,950",4-Speed Automatic,Gasoline , Front-wheel Drive , Gold , 1G2ZF55B664199817 ,,2.4L I4 16V MPFI DOHC
Toyota Highlander,2006,"115,762 ","9,950",4-Speed Automatic,Gasoline , FWD , Millennium Silver Metallic , JTEGD21A960135052 ,,2.4L I4 16V MPFI DOHC
BMW 530 i,2006,"91,202 ","7,800",6-Speed Automatic,Gasoline , Rear-wheel Drive , Champagne , WBANE73506CM40389 ,,3.0L I6 24V MPFI DOHC
Honda Pilot EX-L,2006,"126,073 ","7,999",Automatic 5-Speed,Gasoline , Front-wheel Drive , Silver , 5FNYF28576B000701 ,,V6 Cylinder Engine
Honda CR-V LX,2006,"176,000 ","6,990",5-Speed Automatic,Gasoline , Front-wheel Drive , Nighthawk Black Pearl , JHLRD68526C026057 ,,2.4L I4 16V MPFI DOHC
Ford Escape XLT,2006,"55,962 ","8,999",Automatic 4-Speed,Gasoline , Front-wheel Drive , Redfire Metallic , 1FMYU03106KB48363 ,,V6 Cylinder Engine
BMW 750 Li,2006,"76,957 ","9,200",6-Speed Automatic,Gasoline , Rear-wheel Drive , Light Blue , WBAHN83536DT27372 ,,4.8L V8 32V MPFI DOHC
Chrysler 300 Touring,2006,"75,142 ","8,998",5-Speed Automatic,Gasoline , Rear-wheel Drive , Silver , 2C3KA53GX6H531405 ,,3.5L V6 24V MPFI SOHC
BMW 325 i,2006,"118,955 ","8,499",6-Speed Automatic,Gasoline , Rear-wheel Drive , Black , WBAVB13506KX50697 ,,3.0L I6 24V MPFI DOHC
INFINITI G35x Base,2006,"80,363 ","9,999",5-Speed Automatic,Gasoline , All-wheel Drive , Serengeti Sand Metallic , JNKCV51F36M604219 ,,3.5L V6 24V MPFI DOHC
Audi A4 2.0T quattro,2006,"123,574 ","7,491",6-Speed Automatic,Gasoline , AWD , Gray , WAUDF78E46A041336 ,,2.0L I4 16V GDI DOHC Turbo
Toyota Sequoia SR5,2006,"171,234 ","13,500",5-Speed Automatic,Gasoline , Four-wheel Drive , Silver , 5TDBT44A86S265197 ,,4.7L V8 32V MPFI DOHC
Jeep Liberty Sport,2006,"88,379 ","8,965",4-Speed Automatic,Gasoline , RWD , Dark Khaki Pearlcoat , 1J8GK48K96W168837 ,,3.7L V6 12V MPFI SOHC
Dodge Charger Base,2006,"124,005 ","8,491",Automatic,Gasoline , RWD , White , 2B3KA43G96H516739 ,,3.5L V6 24V MPFI SOHC
Volvo XC90 V8,2006,"171,614 ","7,000",6-Speed Automatic,Gasoline , AWD , Blue , YV4CZ852161266655 ,,4.4L V8 32V MPFI DOHC
Toyota Highlander Hybrid,2006,"89,697 ","13,995",Automatic CVT,Hybrid , All-wheel Drive , Sonora Gold Pearl , JTEEW21A760010388 ,,3.3L V6 24V MPFI DOHC Hybrid
Toyota RAV4 Base,2005,"153,153 ","7,600",4-Speed Automatic,Gasoline , FWD , Black , JTEGD20V850058323 ,,2.4L I4 16V MPFI DOHC
INFINITI G35x Base,2005,"98,758 ","7,474",5-Speed Automatic,Gasoline , All-wheel Drive , Black Obsidian , JNKCV51F65M304107 ,,3.5L V6 24V MPFI DOHC
Mercedes-Benz M-Class ML500 4MATIC,2005,"146,977 ","6,965",5-Speed Automatic,Gasoline , All-wheel Drive , Alabaster White , 4JGAB75EX5A542442 ,,5.0L V8 24V MPFI SOHC
Mercedes-Benz C-Class C230 Kompressor Sport,2005,"133,423 ","5,700",5-Speed Automatic,Gasoline , Rear-wheel Drive , Gray , WDBRF40J65F579732 ,,1.8L I4 16V MPFI DOHC Supercharged
Hyundai Santa Fe GLS,2005,"148,927 ","4,491",5-Speed Automatic,Gasoline , AWD , Pewter , KM8SC73E15U988191 ,,3.5L V6 24V MPFI DOHC
Bentley Arnage R,2005,"23,350 ","46,991",4-Speed Automatic,Gasoline , Rear-wheel Drive , Silver Storm , SCBLC37F75CX10148 ,,6.8L V8 16V MPFI SOHC Twin Turbo
Acura MDX Touring,2005,"106,243 ","10,978",5-Speed Automatic,Gasoline , Four-wheel Drive , Taffeta White , 2HNYD18845H554727 ,,3.5L V6 24V MPFI SOHC
Mercedes-Benz C-Class C230 Kompressor Sport,2005,"123,000 ","5,669",5-Speed Automatic,Gasoline , RWD , Red , WDBRF40J25A743443 ,,1.8L I4 16V MPFI DOHC Supercharged
Nissan Altima 2.5 S,2005,"121,343 ","5,395",4-Speed Automatic,Gasoline , Front-wheel Drive , Coral Sand , 1N4AL11E85N490750 ,,2.5L I4 16V MPFI DOHC
Cadillac Escalade,2005,"119,735 ","12,988",4-Speed Automatic,Gasoline , All-wheel Drive , Black Raven , 1GYEK63N05R170172 ,,6.0L V8 16V MPFI OHV
Hummer H2,2005,"105,600 ","24,998",4-Speed Automatic,Gasoline , 4WD , Light Blue , 5GRGN23U35H126791 , –,6.0L V8 16V MPFI OHV
Acura TSX,2005,"70,933 ","15,000",5-Speed Automatic,Gasoline , Front-wheel Drive , Milano Red , JH4CL96865C030839 ,,2.4L I4 16V MPFI DOHC
Toyota Corolla CE,2005,"129,000 ","5,100",5-Speed Manual,Gasoline , Front-wheel Drive , Silver , 1NXBR32E55Z505097 ,,1.8L I4 16V MPFI DOHC
Toyota Prius,2005,"145,989 ","7,792",Automatic CVT,Hybrid , Front-wheel Drive , Millennium Silver Metallic , JTDKB20U257048681 ,,1.5L I4 16V MPFI DOHC Hybrid
Lexus LS 430,2005,"161,262 ","10,998",6-Speed Automatic,Gasoline , RWD , Mercury Metallic , JTHBN36F650175155 ,,4.3L V8 32V MPFI DOHC
Nissan Altima 3.5 SE,2005,"91,963 ","10,495",5-Speed Automatic,Gasoline , Front-wheel Drive , Sonoma Sunset , 1N4BL11D55N495691 ,,3.5L V6 24V MPFI DOHC
Jeep Wrangler SE,2005,"83,898 ","14,999",6-Speed Manual,Gasoline , 4WD , Silver , 1J4FA29165P333472 ,,2.4L I4 16V MPFI DOHC
Honda Accord EX,2005,"358,345 ","4,900",5-Speed Automatic,Gasoline , Front-wheel Drive , Silver , JHMCM567X5C006508 ,,2.4L I4 16V MPFI DOHC
Jeep Wrangler X,2005,"112,152 ","10,000",4-Speed Automatic,Gasoline , Four-wheel Drive , Black , 1J4FA39S85P322049 ,,4.0L I6 12V MPFI OHV
Honda Accord LX,2005,"141,254 ","5,300",5-Speed Automatic,Gasoline , Front-wheel Drive , Black , JHMCM56455C003876 ,,2.4L I4 16V MPFI DOHC
Lexus ES 330,2005,"75,132 ","9,999",5-Speed Automatic,Gasoline , Front-wheel Drive , – , JTHBA30G555116341 ,,3.3L V6 24V MPFI DOHC
Honda Element EX,2005,"234,152 ","15,999",4-Speed Automatic,Gasoline , Four-wheel Drive , Rallye Red , 5J6YH28645L019487 ,,2.4L I4 16V MPFI DOHC
GMC Yukon XL 1500 Denali,2005,"146,248 ","12,995",4-Speed Automatic,Gasoline , All-wheel Drive , Silver , 1GKFK66U95J185396 ,,6.0L V8 16V MPFI OHV
Acura TSX,2005,"111,742 ","8,891",5-Speed Automatic,Gasoline , Front-wheel Drive , Nighthawk Black Pearl , JH4CL96895C035565 ,,2.4L I4 16V MPFI DOHC
Toyota Camry LE,2005,"126,881 ","7,975",5-Speed Automatic,Gasoline , FWD , Super White , 4T1BE30K85U590165 ,,2.4L I4 16V MPFI DOHC
Chevrolet Aveo LS,2005,"88,458 ","4,600",4-Speed Automatic,Gasoline , Front-wheel Drive , Blue , KL1TD52615B324108 , –,1.6L I4 16V MPFI DOHC
Toyota 4Runner Limited,2005,"164,241 ","17,391",5-Speed Automatic,Gasoline , Four-wheel Drive , Maroon , JTEBU17R758051538 ,,4.0L V6 24V MPFI DOHC
Toyota Prius,2005,"120,050 ","8,995",Automatic CVT,Hybrid , Front-wheel Drive , Seaside Pearl , JTDKB20U953077506 ,,1.5L I4 16V MPFI DOHC Hybrid
Lexus RX 330,2005,"151,000 ","7,500",5-Speed Automatic,Gasoline , Front-wheel Drive , Flint Mica , JTJGA31U750049828 ,,3.3L V6 24V MPFI DOHC
Acura TSX,2005,"129,069 ","10,999",6-Speed Manual,Gasoline , FWD , Blue , JH4CL959X5C001550 ,,2.4L I4 16V MPFI DOHC
Toyota 4Runner Limited,2005,"130,665 ","19,888",5-Speed Automatic,Gasoline , Four-wheel Drive , White , JTEBU17R450061751 ,,4.0L V6 24V MPFI DOHC
Acura MDX Touring,2005,"126,492 ","7,991",5-Speed Automatic,Gasoline , Four-wheel Drive , White , 2HNYD18935H559524 ,,3.5L V6 24V MPFI SOHC
Honda Civic Hybrid,2005,"126,737 ","5,980",Automatic CVT,Hybrid , Front-wheel Drive , Light Blue , JHMES96695S006373 ,,1.3L I4 8V MPFI SOHC Hybrid
Chevrolet Suburban 1500 LS,2015,"92,903 ","31,723",Automatic,E85 Flex Fuel , Four-wheel Drive , Summit White , 1GNSKHEC3FR283137 ,,Gas/Ethanol V8 5.3L/
Porsche Macan Turbo,2015,"44,188 ","55,000",7-Speed Automatic with Auto-Shift,Gasoline , All-wheel Drive , White , WP1AF2A57FLB94038 ,,3.6L V6 24V GDI DOHC Twin Turbo
Audi Q5 3.0T Premium Plus quattro,2015,"18,500 ","32,750",8-Speed Automatic,Gasoline , All-wheel Drive , Gray , WA1DGAFP0FA032208 ,,3.0L V6 24V GDI DOHC Supercharged
Ford Focus SE,2015,"49,700 ",Not Priced,Manual,Flexible Fuel , FWD , White , 1FADP3F25FL210954 ,,2.0L I4 16V GDI DOHC Flexible Fuel
Ford Explorer Limited,2015,"136,457 ","18,999",6-Speed Automatic,E85 Flex Fuel , Front-wheel Drive , White , 1FM5K7F82FGA89474 ,,3.5L V6 24V MPFI DOHC Flexible Fuel
Nissan Pathfinder S,2015,"165,719 ","13,999",Automatic CVT,Gasoline , Front-wheel Drive , Gun , 5N1AR2MN6FC664348 ,,3.5L V6 24V MPFI DOHC
INFINITI QX60 Base,2015,"72,851 ","24,979",Automatic CVT,Gasoline , Front-wheel Drive , Hermosa Blue , 5N1AL0MN5FC550850 ,,3.5L V6 24V MPFI DOHC
Chrysler 300 S,2015,"89,919 ","21,999",8-Speed Automatic,Gasoline , Rear-wheel Drive , Gray , 2C3CCABG2FH926929 ,,3.6L V6 24V MPFI DOHC
Nissan Versa 1.6 S+,2015,"60,094 ","10,450",Automatic CVT,Gasoline , Front-wheel Drive , Fresh Powder , 3N1CN7AP4FL813777 ,,1.6L I4 16V MPFI DOHC
Dodge Journey SE,2015,"59,333 ",Not Priced,4-Speed Automatic,Gasoline , FWD , Granite Crystal Clearcoat Metallic , 3C4PDCAB0FT704585 ,,2.4L I4 16V MPFI DOHC
Nissan Rogue SV,2015,"73,829 ",Not Priced,Automatic CVT,Gasoline , All-wheel Drive , Gun Metallic , KNMAT2MV2FP554301 ,,2.5L I4 16V MPFI DOHC
BMW M3 Base,2015,"25,892 ","55,995",6-Speed Manual,Gasoline , Rear-wheel Drive , Black Sapphire Metallic , WBS3C9C52FP806107 ,,3.0L I6 24V GDI DOHC Twin Turbo
Tesla Model S 85,2015,"76,157 ","49,995",1-Speed Automatic,Electric , RWD , Gray Metallic , 5YJSA1H16FF081413 , –,Electric
Tesla Model S P90D,2015,"48,798 ","64,995",1-Speed Automatic,Electric , All-wheel Drive , Red Multi , 5YJSA1E43FF105889 , –,Electric
Jeep Wrangler Sport,2015,"50,828 ","29,950",5-Speed Automatic,Gasoline , Four-wheel Drive , Anvil Clearcoat , 1C4GJWAG0FL539932 ,,3.6L V6 24V MPFI DOHC
GMC Yukon XL 1500 SLE,2015,"93,540 ","36,999",6-Speed Automatic,Gasoline , Rear-wheel Drive , White , 1GKS1GKC7FR267683 ,,5.3L V8 16V GDI OHV
Nissan Pathfinder S,2015,"159,329 ","12,999",Automatic CVT,Gasoline , Front-wheel Drive , Pearl , 5N1AR2MN5FC626660 ,,3.5L V6 24V MPFI DOHC
Jeep Cherokee Latitude,2015,"106,308 ","16,999",9-Speed Automatic,Gasoline , Four-wheel Drive , Gray , 1C4PJMCB6FW644883 ,,2.4L I4 16V MPFI SOHC
Mercedes-Benz GL-Class GL 450 4MATIC,2015,"91,113 ",Not Priced,7-Speed Automatic,Gasoline , All-wheel Drive , – , 4JGDF6EE5FA606710 ,,3.0L V6 24V GDI DOHC Twin Turbo
Ford Explorer Sport,2015,"98,919 ","22,991",6-Speed Automatic,Gasoline , Four-wheel Drive , Bronze Fire Metallic Tinted Clearcoat , 1FM5K8GT4FGA27521 ,,3.5L V6 24V GDI DOHC Twin Turbo
Nissan Rogue SL,2015,"90,000 ","13,399",Automatic CVT,Gasoline , Front-wheel Drive , Super Black , 5N1AT2MT9FC764508 ,,2.5L I4 16V MPFI DOHC
Chevrolet Tahoe LT,2015,"106,126 ","33,999",6-Speed Automatic,Gasoline , Rear-wheel Drive , Black , 1GNSCBKC2FR549813 ,,5.3L V8 16V GDI OHV
Honda Accord Touring,2015,"39,360 ","26,717",6-Speed Automatic,Gasoline , Front-wheel Drive , White , 1HGCR3F91FA010339 ,,3.5L V6 24V MPFI SOHC
Ford Fusion SE,2015,"91,795 ","15,995",6-Speed Automatic,Gasoline , Front-wheel Drive , Tuxedo Black , 3FA6P0HD1FR207542 ,,1.5L I4 16V GDI DOHC Turbo
Cadillac SRX Performance Collection,2015,"40,197 ",Not Priced,6-Speed Automatic,Gasoline , Front-wheel Drive , Black , 3GYFNCE38FS614063 ,,3.6L V6 24V GDI DOHC
BMW 328 i,2015,"71,839 ","18,995",Automatic,Gasoline , Rear-wheel Drive , Orion Silver Metallic , WBA3C1C52FP851957 , –,2.0L I4 16V GDI DOHC Turbo
Lexus NX 200t Base,2015,"46,354 ",Not Priced,6-Speed Automatic,Gasoline , All-wheel Drive , Black , JTJBARBZXF2010339 ,,2.0L I4 16V PDI DOHC Turbo
GMC Yukon Denali,2015,"84,858 ","44,888",6-Speed Automatic,Gasoline , 4WD , White , 1GKS2CKJXFR567044 ,,6.2L V8 16V GDI OHV
Honda Civic Si,2015,"71,140 ","24,498",6-Speed Manual,Gasoline , Front-wheel Drive , Taffeta White , 2HGFB6E50FH700764 ,,2.4L I4 16V MPFI DOHC
Audi A3 2.0T Premium Plus quattro,2015,"35,000 ","22,499",6-Speed Automatic with Auto-Shift,Gasoline , All-wheel Drive , Black , WAUEFGFF4F1123776 ,,2.0L I4 16V GDI DOHC Turbo
Chevrolet Tahoe LT,2015,"108,369 ","35,999",6-Speed Automatic,Gasoline , Four-wheel Drive , Black , 1GNSKBKCXFR634210 ,,5.3L V8 16V GDI OHV
Subaru Outback 2.5i Premium,2015,"58,270 ",Not Priced,Automatic CVT,Gasoline , All-wheel Drive , Tungsten Metallic , 4S4BSAEC8F3317801 ,,2.5L H4 16V MPFI DOHC
Mercedes-Benz CLA-Class CLA 250,2015,"95,747 ","22,888",7-Speed Automatic with Auto-Shift,Gasoline , Front-wheel Drive , White , WDDSJ4EB3FN186514 ,,2.0L I4 16V GDI DOHC Turbo
Subaru WRX Base,2015,"92,575 ","21,991",6-Speed Manual,Gasoline , All-wheel Drive , WR Blue Pearl , JF1VA1A61F9800618 ,,2.0L H4 16V GDI DOHC Turbo
Toyota Highlander Limited,2015,"99,846 ",Not Priced,6-Speed Automatic,Gasoline , All-wheel Drive , White , 5TDDKRFH1FS122059 ,,3.5L V6 24V MPFI DOHC
Jeep Wrangler Unlimited Sport,2015,"103,758 ",Not Priced,6-Speed Manual,Gasoline , Four-wheel Drive , Bright White Clearcoat , 1C4BJWDG6FL545014 ,,3.6L V6 24V MPFI DOHC
Land Rover Range Rover Evoque Pure Plus,2015,"73,127 ",Not Priced,9-Speed Automatic,Gasoline , 4WD , Santorini Black , SALVR2BG5FH076589 ,,2.0L I4 16V GDI DOHC Turbo
Ford Explorer Sport,2015,"55,814 ",Not Priced,6-Speed Automatic,Gasoline , Four-wheel Drive , White , 1FM5K8GT0FGA14734 ,,3.5L V6 24V GDI DOHC Twin Turbo
Mercedes-Benz E-Class E 350,2015,"129,766 ",Not Priced,7-Speed Automatic,Gasoline , RWD , Gray , WDDHF5KB2FB112802 ,,3.5L V6 24V GDI DOHC
Ford Fusion SE,2015,"98,937 ",Not Priced,6-Speed Automatic,Gasoline , Front-wheel Drive , Green , 3FA6P0H71FR306565 ,,2.5L I4 16V MPFI DOHC
Volkswagen Touareg Sport,2015,"91,522 ","20,000",8-Speed Automatic,Gasoline , All-wheel Drive , Deep Black Pearl , WVGEF9BP5FD007753 ,,3.6L V6 24V GDI DOHC
Buick Verano Base,2015,"103,897 ","13,999",6-Speed Automatic,Gasoline , Front-wheel Drive , White , 1G4PP5SK8F4210607 ,,2.4L I4 16V GDI DOHC
Dodge Durango Limited,2015,"104,961 ","25,888",8-Speed Automatic,– , AWD , Charcoal , 1C4RDJDG0FC850422 ,,3.6L V6 24V MPFI DOHC
Mercedes-Benz GL-Class GL 350 BlueTEC 4MATIC,2015,"26,807 ","39,940",7-Speed Automatic,Diesel , All-wheel Drive , Steel Gray Metallic , 4JGDF2EE2FA553179 ,,3.0L V6 24V DDI DOHC Turbo Diesel
Land Rover Range Rover 3.0L Supercharged HSE,2015,"64,853 ","46,995",8-Speed Automatic,Gasoline , Four-wheel Drive , Santorini Black , SALGS2VF2FA210208 ,,3.0L V6 24V GDI DOHC Supercharged
Subaru Outback 2.5i Premium,2015,"114,606 ","15,991",Automatic CVT,Gasoline , All-wheel Drive , Carbide Gray Metallic , 4S4BSACC6F3313538 ,,2.5L H4 16V MPFI DOHC
Chevrolet Tahoe LT,2015,0 ,"28,999",6-Speed Automatic,Gasoline , Four-wheel Drive , White , 1GNSKBKC7FR216834 ,,5.3L V8 16V GDI OHV
Toyota Corolla L,2015,"47,584 ","18,975",4-Speed Automatic,Gasoline , Front-wheel Drive , Slate Metallic , 5YFBURHE3FP332773 ,,1.8L I4 16V MPFI DOHC
