Lexus IS 350 Base,2017,"41,841 ","35,495",8-Speed Automatic,Gasoline , Rear-wheel Drive , Nebula Gray Pearl , JTHBE1D2XH5029157 ,,3.5L V6 24V PDI DOHC
Toyota Camry SE,2018,"49,820 ","22,499",Automatic,Gasoline , Front-wheel Drive , Black , 4T1B11HK9JU047888 ,,Regular Unleaded I-4 2.5 L/152
BMW 330 i,2020,"21,750 ","42,500",8-Speed Automatic,Gasoline , Rear-wheel Drive , Portimao Blue Metallic , WBA5R1C07LFH35251 ,,2.0L I4 16V GDI DOHC Turbo
BMW 540 i,2017,"26,979 ","39,990",8-Speed Automatic,Gasoline , Rear-wheel Drive , Black , WBAJE5C36HG916433 ,,3.0L I6 24V GDI DOHC Turbo
Toyota Avalon XLE Premium,2016,"57,980 ","24,991",6-Speed Automatic,Gasoline , Front-wheel Drive , Celestial Silver Metallic , 4T1BK1EB2GU239180 ,,3.5L V6 24V MPFI DOHC
Honda Accord LX 1.5T,2020,"14,850 ","32,998",Automatic CVT,Gasoline , Front-wheel Drive , Charcoal , 1HGCV1F12LA022599 ,,1.5L I4 16V GDI DOHC Turbo
Mercedes-Benz C-Class C 300,2019,"27,124 ","34,997",9-Speed Automatic,Gasoline , Rear-wheel Drive , White , 55SWF8DB9KU308225 ,,2.0L I4 16V GDI DOHC Turbo
Honda Civic LX,2017,"85,840 ","20,885",Automatic CVT,Gasoline , Front-wheel Drive , Taffeta White , 2HGFC2F58HH514963 ,,2.0L I4 16V MPFI DOHC
Toyota Camry XLE V6,2020,"26,673 ","31,690",8-Speed Automatic,Gasoline , Front-wheel Drive , 01J9 , 4T1FZ1AK3LU037851 ,,3.5L V6 24V PDI DOHC
Honda Civic EX-T,2016,"41,606 ","22,491",Automatic CVT,Gasoline , Front-wheel Drive , Burgundy Night Pearl , 19XFC1F34GE221112 ,,1.5L I4 16V GDI DOHC Turbo
Ford Fusion Energi Platinum,2018,"69,305 ","23,999",Automatic CVT,Hybrid , Front-wheel Drive , – , 3FA6P0SU4JR277635 , –,2.0L I4 16V MPFI DOHC Hybrid
Alfa Romeo Giulia Quadrifoglio,2017,"23,751 ","48,999",Automatic,Gasoline , Rear-wheel Drive , Trofeo White Tri-Coat , ZARFAEAV9H7560655 ,,Twin Turbo Premium Unleaded V-6 2.9 L/176
Volkswagen Passat 1.8T SEL Premium,2017,"47,261 ","19,499",Automatic,Gasoline , Front-wheel Drive , Titanium Beige , 1VWCT7A33HC014519 ,,Intercooled Turbo Regular Unleaded I-4 1.8 L/110
Nissan Altima 2.5 S,2019,"61,490 ","21,188",Automatic CVT,Gasoline , Front-wheel Drive , Brilliant Silver Metallic , 1N4BL4BV4KN323480 ,,2.5L I4 16V GDI DOHC
BMW 330 i,2019,"17,159 ","38,998",8-Speed Automatic,Gasoline , Rear-wheel Drive , White , WBA5R1C56KAK08175 ,,2.0L I4 16V GDI DOHC Turbo
Nissan Maxima 3.5 SV,2018,"61,296 ","23,795",Automatic CVT,Gasoline , Front-wheel Drive , Gun Metallic , 1N4AA6AP1JC385655 ,,3.5L V6 24V MPFI DOHC
Tesla Model 3 Long Range,2020,"17,880 ","60,499",Automatic,Electric , All-wheel Drive , Black , 5YJ3E1EBXLF733693 ,,Electric
Audi A4 2.0T Premium,2016,"39,613 ","22,000",8-Speed Automatic,E85 Flex Fuel , All-wheel Drive , Brilliant Black , WAUBFAFL3GN005461 ,,2.0L I4 16V GDI DOHC Turbo Flexible Fuel
Toyota Corolla SE,2021,"18,827 ","29,988",Automatic CVT,Gasoline , Front-wheel Drive , Classic Silver Metallic , 5YFS4MCE5MP074277 ,,2.0L I4 16V PDI DOHC
BMW 330 i,2020,"24,221 ","38,995",8-Speed Automatic,Gasoline , Rear-wheel Drive , Black Sapphire Metallic , 3MW5R1J04L8B12615 ,,2.0L I4 16V GDI DOHC Turbo
Genesis G70 3.3T,2021,"7,906 ","49,657",8-Speed Automatic,Gasoline , Rear-wheel Drive , Vik Black , KMTG34LE4MU073375 ,,3.3L V6 24V GDI DOHC Twin Turbo
Tesla Model 3 Standard Range Plus,2020,"13,667 ","43,990",1-Speed Automatic,Electric , Rear-wheel Drive , White , 5YJ3E1EA2LF806840 ,,Electric
BMW 330 i,2020,"10,608 ","39,955",8-Speed Automatic,Gasoline , Rear-wheel Drive , Mineral Gray Metallic , 3MW5R1J03L8B17708 ,,2.0L I4 16V GDI DOHC Turbo
Toyota Camry XSE,2018,"20,280 ","34,998",8-Speed Automatic,Gasoline , Front-wheel Drive , Black , 4T1B61HK7JU153290 ,,2.5L I4 16V PDI DOHC
Honda Insight Touring,2019,"13,190 ","30,991",Automatic CVT,Hybrid , Front-wheel Drive , Aegean Blue Metallic , 19XZE4F91KE020970 ,,1.5L I4 16V MPFI DOHC Hybrid
Mercedes-Benz C-Class C 300,2019,"13,417 ","38,898",9-Speed Automatic,Gasoline , Rear-wheel Drive , Polar White , 55SWF8DB4KU292063 ,,2.0L I4 16V GDI DOHC Turbo
Tesla Model S 75,2016,"89,526 ","42,780",1-Speed Automatic,Electric , Rear-wheel Drive , Gray , 5YJSA1E16GF150736 , –,Electric
Toyota Camry XSE,2019,"71,259 ","25,998",8-Speed Automatic,Gasoline , Front-wheel Drive , Gray , 4T1B61HK1KU201030 ,,2.5L I4 16V PDI DOHC
Tesla Model 3 Long Range,2019,"15,260 ","57,999",Automatic,Electric , All-wheel Drive , White , 5YJ3E1EB0KF436947 ,,Electric
Toyota Corolla LE,2019,"62,798 ","21,320",Automatic CVT,Gasoline , Front-wheel Drive , Gray , 5YFBURHE3KP900059 ,,1.8L I4 16V MPFI DOHC
Ford Fusion Hybrid SE,2017,"50,062 ","20,344",Automatic CVT,Hybrid , Front-wheel Drive , Ruby Red Metallic Tinted Clearcoat , 3FA6P0LU0HR224763 ,,2.0L I4 16V MPFI DOHC Hybrid
Honda Civic EX,2019,"17,970 ","27,950",Automatic CVT,Gasoline , Front-wheel Drive , Platinum White Pearl , 19XFC1F38KE204984 ,,1.5L I4 16V GDI DOHC Turbo
Lexus ES 350 Base,2016,"43,018 ","32,883",6-Speed Automatic,Gasoline , Front-wheel Drive , Eminent White Pearl , 58ABK1GG4GU022361 ,,3.5L V6 24V MPFI DOHC
Audi A8 L 3.0T,2017,"25,304 ","46,990",8-Speed Automatic,Gasoline , All-wheel Drive , Glacier White Metallic , WAU44AFD0HN019438 ,,3.0L V6 24V GDI DOHC Supercharged
Volkswagen Jetta 1.4T S,2019,"8,156 ","22,995",8-Speed Automatic,Gasoline , Front-wheel Drive , Black , 3VWC57BU6KM234499 ,,1.4L I4 16V GDI DOHC Turbo
Chrysler 300 S,2016,"49,412 ","24,999",Automatic,Gasoline , Rear-wheel Drive , Bright White Clearcoat , 2C3CCABG8GH329124 ,,Regular Unleaded V-6 3.6 L/220
Tesla Model 3 Performance,2020,"16,821 ","63,499",Automatic,Electric , All-wheel Drive , Gray , 5YJ3E1EC9LF640950 ,,Electric
Mercedes-Benz E-Class E 350,2021,"9,802 ","58,170",9-Speed Automatic,Gasoline , Rear-wheel Drive , Cirrus Silver Metallic , W1KZF8DB3MA903703 ,,2.0L I4 16V GDI DOHC Turbo
INFINITI Q50 3.0t Red Sport 400,2018,"10,023 ","42,437",7-Speed Automatic,Gasoline , Rear-wheel Drive , Graphite Shadow , JN1FV7AP2JM640174 ,,3.0L V6 24V GDI DOHC Twin Turbo
Lexus IS 300 Base,2019,"20,561 ","36,588",8-Speed Automatic,Gasoline , Rear-wheel Drive , Atomic Silver , JTHBA1D29K5088008 ,,2.0L I4 16V PDI DOHC Turbo
Mercedes-Benz S-Class S 550,2017,"30,806 ","59,488",9-Speed Automatic,Gasoline , Rear-wheel Drive , Magnetite Black Metallic , WDDUG8CB7HA299376 ,,4.7L V8 32V GDI DOHC Twin Turbo
Audi A6 2.0T Premium quattro,2017,"28,726 ","31,990",8-Speed Automatic,Gasoline , All-wheel Drive , Oolong Gray Metallic , WAUF8AFC6HN074383 ,,2.0L I4 16V GDI DOHC Turbo
Nissan Altima 2.5 SR,2019,"8,072 ","31,495",Automatic CVT,Gasoline , Front-wheel Drive , Sunset Drift Chromaflair , 1N4BL4CV9KC176406 ,,2.5L I4 16V GDI DOHC
Honda Civic Si Base,2020,"27,353 ","31,590",6-Speed Manual,Gasoline , Front-wheel Drive , Lunar Silver Metallic , 2HGFC1E51LH701689 ,,1.5L I4 16V GDI DOHC Turbo
Chevrolet Impala 1LT,2019,"53,132 ","23,495",6-Speed Automatic,Gasoline , FWD , Blue Velvet Metallic , 2G11Z5SA2K9139089 ,,2.5L I4 16V GDI DOHC
Toyota Camry SE,2019,"22,944 ","28,998",8-Speed Automatic,Gasoline , Front-wheel Drive , Black , 4T1B11HK7KU800285 ,,2.5L I4 16V PDI DOHC
Mercedes-Benz CLA 250 Base,2018,"18,961 ","29,999",7-Speed Automatic with Auto-Shift,Gasoline , Front-wheel Drive , Blue , WDDSJ4EB4JN588969 ,,2.0L I4 16V GDI DOHC Turbo
Honda Civic EX,2017,"36,749 ","22,988",Automatic CVT,Gasoline , Front-wheel Drive , Modern Steel Metallic , 19XFC2F7XHE056712 ,,2.0L I4 16V MPFI DOHC
BMW 330 i,2018,"29,125 ","29,468",8-Speed Automatic,Gasoline , Rear-wheel Drive , Mineral Gray Metallic , WBA8B9G5XJNU57919 ,,2.0L I4 16V GDI DOHC Turbo
Tesla Model S 100D,2017,"5,475 ","79,999",1-Speed Automatic,Electric , All-wheel Drive , Red Multi , 5YJSA1E21HF224574 , –,Electric
Buick LaCrosse Premium,2017,"43,381 ","29,800",8-Speed Automatic,Gasoline , All-wheel Drive , Graphite Gray Metallic , 1G4ZS5SS7HU192725 ,,3.6L V6 24V GDI DOHC
Tesla Model 3 Long Range,2018,"30,323 ","50,698",1-Speed Automatic,Electric , Rear-wheel Drive , Silver Metallic , 5YJ3E1EA7JF032436 ,,Electric
Dodge Charger R/T 392,2018,"26,720 ","47,491",8-Speed Automatic,Gasoline , Rear-wheel Drive , Granite Crystal Clearcoat Metallic , 2C3CDXGJ1JH139872 ,,6.4L V8 16V MPFI OHV
Honda Accord EX,2019,"24,058 ","30,499",Automatic CVT,Gasoline , Front-wheel Drive , Gray , 1HGCV1F40KA029849 ,,1.5L I4 16V GDI DOHC Turbo
Porsche Taycan 4S,2021,"9,671 ","137,991",2-Speed Automatic,Electric , All-wheel Drive , Cherry Metallic , WP0AB2Y10MSA44858 ,,Electric
Lexus ES 350 F Sport,2019,"15,057 ","44,998",8-Speed Automatic,Gasoline , Front-wheel Drive , Silver , 58ABZ1B15KU036910 ,,3.5L V6 24V PDI DOHC
Chevrolet SS Base,2017,"20,926 ","54,800",6-Speed Automatic,Gasoline , Rear-wheel Drive , Phantom Black Metallic , 6G3F15RW5HL305454 ,,6.2L V8 16V MPFI OHV
Maserati Ghibli S,2018,"19,706 ","49,998",Automatic,Gasoline , Rear-wheel Drive , BLACK , ZAM57YSA5J1304700 ,,Engine: 3.0L Twin Turbo V6
Lexus ES 350 Base,2017,"55,328 ","32,895",6-Speed Automatic,Gasoline , Front-wheel Drive , White , 58ABK1GG8HU048480 ,,3.5L V6 24V MPFI DOHC
Honda Civic EX,2019,"19,459 ","26,991",Automatic CVT,Gasoline , Front-wheel Drive , Blue , 19XFC1F32KE200784 ,,1.5L I4 16V GDI DOHC Turbo
Nissan Altima 2.5 SR,2019,"36,136 ","27,995",Automatic CVT,Gasoline , Front-wheel Drive , White , 1N4BL4CV2KC102163 ,,2.5L I4 16V GDI DOHC
Tesla Model 3 Long Range,2019,"21,313 ","56,499",Automatic,Electric , All-wheel Drive , Pearl White Multi-Coat , 5YJ3E1EB5KF511707 ,,Electric
Tesla Model 3 Long Range,2020,"14,021 ","58,999",Automatic,Electric , All-wheel Drive , Blue , 5YJ3E1EB2LF620465 ,,Electric
Lexus ES 350 Base,2016,"28,391 ","27,499",Automatic,Gasoline , Front-wheel Drive , Eminent White Pearl , 58ABK1GG7GU025870 ,,Regular Unleaded V-6 3.5 L/211
BMW 530 i xDrive,2018,"48,295 ","30,999",Automatic,Gasoline , All-wheel Drive , Glacier Silver Metallic , WBAJA7C58JWC75082 ,,Intercooled Turbo Premium Unleaded I-4 2.0 L/122
Volvo S60 T5 Momentum,2019,"4,508 ","31,100",8-Speed Automatic,Gasoline , Front-wheel Drive , Black , 7JR102FK5KG012066 ,,2.0L I4 16V GDI DOHC Turbo
Toyota Camry LE,2020,"19,823 ","26,998",8-Speed Automatic,Gasoline , Front-wheel Drive , White , 4T1C11AK0LU958029 ,,2.5L I4 16V PDI DOHC
Tesla Model 3 Long Range,2018,"49,805 ","48,999",Automatic,Electric , Rear-wheel Drive , Silver Metallic , 5YJ3E1EA1JF098920 ,,Electric
Audi A3 2.0T Premium,2017,"29,665 ","29,664",6-Speed Automatic with Auto-Shift,Gasoline , All-wheel Drive , Tango Red Metallic , WAUB8GFF0H1021648 ,,2.0L I4 16V GDI DOHC Turbo
BMW 340 i,2018,"30,488 ","39,396",8-Speed Automatic,Gasoline , Rear-wheel Drive , Black Sapphire Metallic , WBA8B3C53JK843327 ,,3.0L I6 24V GDI DOHC Turbo
Maserati Ghibli Base,2018,"18,424 ","45,990",8-Speed Automatic,Gasoline , Rear-wheel Drive , White , ZAM57XSA5J1281171 ,,3.0L V6 24V GDI DOHC Twin Turbo
Chevrolet Impala 1LT,2019,"60,617 ","22,588",6-Speed Automatic,Gasoline , Front-wheel Drive , Blue Velvet Metallic , 2G11Z5SA4K9144942 ,,2.5L I4 16V GDI DOHC
Audi A8 L 4.0T Sport,2018,"59,281 ","46,499",Automatic,Gasoline , All-wheel Drive , Blue , WAU43AFD2JN000351 ,,Twin Turbo Premium Unleaded V-8 4.0 L/244
BMW 530e iPerformance,2019,"26,180 ","42,490",8-Speed Automatic,Hybrid , Rear-wheel Drive , Glacier Silver Metallic , WBAJA9C53KB388617 , –,2.0L I4 16V GDI DOHC Turbo Hybrid
Kia Stinger GT1,2020,"18,362 ","43,991",8-Speed Automatic,Gasoline , Rear-wheel Drive , Aurora Black , KNAE45LC1L6083689 ,,3.3L V6 24V GDI DOHC Twin Turbo
Honda Civic LX,2018,"28,978 ","21,988",Automatic CVT,Gasoline , Front-wheel Drive , Cosmic Blue Metallic , 2HGFC2F57JH609696 ,,2.0L I4 16V MPFI DOHC
Volkswagen Jetta GLI 2.0T 35th Anniversary Edition,2019,"11,426 ","29,492",7-Speed Automatic with Auto-Shift,Gasoline , Front-wheel Drive , Pure Gray w/ Black Roof , 3VW6T7BU4KM156422 ,,2.0L I4 16V GDI DOHC Turbo
Ford Fusion SE,2016,"28,492 ","19,998",6-Speed Automatic,Gasoline , Front-wheel Drive , Blue , 3FA6P0H76GR115063 ,,2.5L I4 16V MPFI DOHC
Honda Accord EX-L,2017,"43,639 ","25,998",Automatic CVT,Gasoline , Front-wheel Drive , Gray , 1HGCR2F80HA007100 ,,2.4L I4 16V GDI DOHC
BMW 330 i,2020,"22,669 ","40,495",8-Speed Automatic,Gasoline , Rear-wheel Drive , Mineral Gray Metallic , 3MW5R1J02L8B08465 ,,2.0L I4 16V GDI DOHC Turbo
Hyundai Elantra SE,2016,"89,939 ","14,999",6-Speed Automatic,Gasoline , FWD , Windy Sea Blue , KMHDH4AE3GU650435 ,,1.8L I4 16V MPFI DOHC
Honda Civic LX,2019,"7,961 ","21,999",Manual,Gasoline , Front-wheel Drive , Modern Steel Metallic , 19XFC2E68KE044607 ,,Regular Unleaded I-4 2.0 L/122
Volkswagen Jetta GLI 2.0T S,2021,"10,150 ","30,590",6-Speed Manual,Gasoline , Front-wheel Drive , Deep Black Pearl Effect , 3VW5T7BU1MM001390 ,,2.0L I4 16V GDI DOHC Turbo
Mercedes-Benz CLA 250 Base,2018,"27,106 ","30,499",7-Speed Automatic with Auto-Shift,Gasoline , Front-wheel Drive , Lunar Blue Metallic , WDDSJ4EB4JN512698 ,,2.0L I4 16V GDI DOHC Turbo
Honda Civic EX-L,2018,"43,563 ","24,991",Automatic CVT,Gasoline , Front-wheel Drive , Cosmic Blue Metallic , JHMFC1F70JX034944 ,,1.5L I4 16V GDI DOHC Turbo
Toyota Mirai Base,2018,"28,638 ","15,991",1-Speed Automatic,Electric , Front-wheel Drive , Nautical Blue , JTDBVRBD9JA005224 ,,Electric
Honda Accord Sport,2018,"42,408 ","28,499",Automatic CVT,Gasoline , Front-wheel Drive , Gray , 1HGCV1F36JA179549 ,,1.5L I4 16V GDI DOHC Turbo
Subaru WRX,2021,"10,115 ","31,999",Manual,Gasoline , All-wheel Drive , Pure Red , JF1VA1A68M9810902 ,,Intercooled Turbo Premium Unleaded H-4 2.0 L/122
Hyundai Elantra SE,2017,"87,843 ","16,692",6-Speed Automatic,Gasoline , Front-wheel Drive , Mineral Beige , 5NPD74LF5HH195032 ,,2.0L I4 16V MPFI DOHC
BMW 540 i,2018,"26,453 ","46,493",8-Speed Automatic,Gasoline , Rear-wheel Drive , Imperial Blue Metallic , WBAJE5C50JWA92770 ,,3.0L I6 24V GDI DOHC Turbo
Toyota Camry XSE,2020,"15,275 ","35,998",8-Speed Automatic,Gasoline , Front-wheel Drive , Silver , 4T1K61AK6LU960333 ,,2.5L I4 16V PDI DOHC
Jaguar XE 20d Premium,2017,"16,468 ","32,998",8-Speed Automatic,Diesel , Rear-wheel Drive , Polaris White , SAJAD4BNXHA950527 ,,2.0L I4 16V DDI DOHC Turbo Diesel
Honda Accord Sport,2019,"22,016 ","31,990",Automatic CVT,Gasoline , Front-wheel Drive , Lunar Silver Metallic , 1HGCV1F35KA084014 ,,1.5L I4 16V GDI DOHC Turbo
Volkswagen Jetta 1.4T SEL,2020,"12,099 ","27,499",8-Speed Automatic,Gasoline , Front-wheel Drive , Deep Black Pearl Effect , 3VWEB7BU7LM054810 ,,1.4L I4 16V GDI DOHC Turbo
Honda Civic Si Base,2020,"23,404 ","30,998",6-Speed Manual,Gasoline , Front-wheel Drive , Lunar Silver Metallic , 2HGFC1E53LH704867 ,,1.5L I4 16V GDI DOHC Turbo
Subaru WRX Limited,2017,"13,293 ","30,400",6-Speed Manual,Gasoline , All-wheel Drive , Blue , JF1VA1J60H9831457 ,,2.0L H4 16V GDI DOHC Turbo
Nissan Altima 2.5 SL,2018,"70,258 ","24,988",Automatic CVT,Gasoline , Front-wheel Drive , Super Black Clearcoat , 1N4AL3AP6JC217521 ,,2.5L I4 16V MPFI DOHC
Tesla Model 3 Long Range,2019,"18,998 ","57,999",Automatic,Electric , All-wheel Drive , Red Multi-Coat , 5YJ3E1EB3KF194574 ,,Electric
Mercedes-Benz AMG C 63 S,2018,"48,916 ","68,900",7-Speed Automatic,Gasoline , Rear-wheel Drive , Polar White , 55SWF8HB5JU261557 ,,4.0L V8 32V GDI DOHC Twin Turbo
Mazda Mazda6 Touring,2017,"20,191 ","28,500",6-Speed Automatic,Gasoline , Front-wheel Drive , Blue Reflex Mica , JM1GL1V54H1137044 ,,2.5L I4 16V GDI DOHC
Acura TLX w/Technology Package,2017,"83,041 ","21,388",8-Speed Automatic with Auto-Shift,Gasoline , FWD , Black , 19UUB1F53HA010338 ,,2.4L I4 16V GDI DOHC
Honda Accord Hybrid Touring,2021,"7,793 ","37,998",Automatic CVT,Hybrid , Front-wheel Drive , Gray , 1HGCV3F99MA009478 ,,2.0L I4 16V MPFI DOHC Hybrid
Volkswagen Jetta 1.4T SE,2019,"35,927 ","23,899",8-Speed Automatic,Gasoline , Front-wheel Drive , Black , 3VWC57BU5KM213286 ,,1.4L I4 16V GDI DOHC Turbo
Honda Accord LX,2019,"18,141 ","27,591",Automatic CVT,Gasoline , Front-wheel Drive , Champagne Frost Pearl , 1HGCV1F12KA071784 ,,1.5L I4 16V GDI DOHC Turbo
Lexus IS 300 Base,2021,"11,995 ","44,988",8-Speed Automatic,Gasoline , Rear-wheel Drive , Atomic Silver , JTHCA1D22M5111541 ,,2.0L I4 16V PDI DOHC Turbo
Honda Civic LX,2019,"6,251 ","24,989",Automatic CVT,Gasoline , Front-wheel Drive , Modern Steel Metallic , 2HGFC2F6XKH524121 ,,2.0L I4 16V MPFI DOHC
Toyota Corolla LE,2021,"2,926 ","28,911",Automatic CVT,Gasoline , Front-wheel Drive , Classic Silver Metallic , 5YFEPMAE2MP237796 ,,1.8L I4 16V MPFI DOHC
Ford Taurus Limited,2019,"53,699 ","24,725",6-Speed Automatic,Gasoline , Front-wheel Drive , Gray , 1FAHP2F87KG114262 ,,3.5L V6 24V MPFI DOHC
BMW M550 i xDrive,2018,"36,303 ","58,999",8-Speed Automatic,Gasoline , All-wheel Drive , Mediterranean Blue Metallic , WBAJB9C50JB036221 ,,4.4L V8 32V GDI DOHC Twin Turbo
Mazda Mazda6 Touring,2017,"11,198 ","25,899",6-Speed Automatic,Gasoline , Front-wheel Drive , Deep Crystal Blue Mica , JM1GL1V5XH1106574 ,,2.5L I4 16V GDI DOHC
Kia Forte LXS,2019,"27,093 ","19,985",1-Speed CVT with Overdrive,Gasoline , Front-wheel Drive , Silky Silver , 3KPF24AD5KE044096 , –,2.0L I4 16V MPFI DOHC
Nissan Altima 2.5 SL,2018,"66,769 ","19,995",Automatic CVT,Gasoline , Front-wheel Drive , Brilliant Silver , 1N4AL3APXJC264261 ,,2.5L I4 16V MPFI DOHC
Ford Fusion Hybrid SE,2020,"17,726 ","28,354",Automatic CVT,Hybrid , Front-wheel Drive , Oxford White , 3FA6P0LU6LR149561 ,,2.0L I4 16V MPFI DOHC Hybrid
Honda Civic LX,2020,"26,354 ","24,599",Automatic CVT,Gasoline , Front-wheel Drive , Gray , 2HGFC2F6XLH551644 ,,2.0L I4 16V MPFI DOHC
Acura ILX Premium Package,2019,"7,893 ","28,996",8-Speed Automatic with Auto-Shift,Gasoline , Front-wheel Drive , Majestic Black Pearl , 19UDE2F75KA013280 ,,2.4L I4 16V GDI DOHC
Volkswagen Jetta 1.4T SEL,2019,"20,862 ","24,495",8-Speed Automatic,Gasoline , Front-wheel Drive , Habanero Orange Metallic , 3VWE57BUXKM087838 ,,1.4L I4 16V GDI DOHC Turbo
Mercedes-Benz E-Class E 300,2018,"11,786 ","40,988",9-Speed Automatic,Gasoline , All-wheel Drive , Selenite Gray Metallic , WDDZF4KB5JA310030 ,,2.0L I4 16V GDI DOHC Turbo
Kia Optima LX Turbo,2016,"83,156 ","14,888",7-Speed Automatic with Auto-Shift,Gasoline , FWD , Black , 5XXGT4L10GG056028 ,,1.6L I4 16V GDI DOHC Turbo
Volkswagen Jetta 1.4T S,2020,"40,112 ","25,300",8-Speed Automatic,Gasoline , Front-wheel Drive , Pure White , 3VWCB7BU2LM006767 ,,1.4L I4 16V GDI DOHC Turbo
Chevrolet Malibu Premier,2018,"5,718 ","28,999",9-Speed Automatic,Gasoline , Front-wheel Drive , White , 1G1ZE5SX3JF154774 ,,2.0L I4 16V GDI DOHC Turbo
Hyundai Sonata SE,2019,"17,923 ","22,990",6-Speed Automatic,Gasoline , FWD , Machine Gray , 5NPE24AF0KH755715 ,,2.4L I4 16V GDI DOHC
Mitsubishi Mirage G4 ES,2019,"21,038 ","17,292",Automatic CVT,Gasoline , Front-wheel Drive , Starlight Silver Metallic , ML32F3FJ6KHF16141 , –,1.2L I3 12V MPFI DOHC
Mercedes-Benz S-Class S 550 Plug-In Hybrid,2016,"39,454 ","59,988",7-Speed Automatic,Hybrid , Rear-wheel Drive , Selenite Gray Metallic , WDDUG6DB0GA254636 , –,3.0L V6 24V GDI DOHC Twin Turbo Hybrid
Alfa Romeo Giulia Base,2017,"26,142 ","27,983",8-Speed Automatic,Gasoline , Rear-wheel Drive , Vulcano Black Metallic , ZARFAEBN2H7528788 ,,2.0L I4 16V GDI SOHC Turbo
Lincoln Continental Reserve,2020,"8,775 ","55,990",6-Speed Automatic,Gasoline , All-wheel Drive , Burgundy , 1LN6L9NP0L5603495 ,,2.7L V6 24V GDI DOHC Twin Turbo
Dodge Charger R/T,2020,"24,445 ","35,499",Automatic,Gasoline , Rear-wheel Drive , Hellraisin , 2C3CDXCT7LH178329 ,,Regular Unleaded V-8 5.7 L/345
Tesla Model 3 Long Range,2019,"34,279 ","48,950",1-Speed Automatic,Electric , All-wheel Drive , Silver , 5YJ3E1EBXKF205408 ,,Electric
BMW 330 i,2018,"28,471 ","31,998",8-Speed Automatic,Gasoline , Rear-wheel Drive , Jet Black , WBA8B9G54JNU99504 ,,2.0L I4 16V GDI DOHC Turbo
BMW M340 i,2020,"16,419 ","58,988",8-Speed Automatic,Gasoline , Rear-wheel Drive , – , WBA5U7C09LA234423 ,,3.0L I6 24V GDI DOHC Turbo
Dodge Charger GT,2018,"33,920 ","29,499",Automatic,Gasoline , All-wheel Drive , Billet Clearcoat , 2C3CDXJG7JH198566 ,,Regular Unleaded V-6 3.6 L/220
Toyota Avalon XLE Premium,2016,"18,250 ","25,992",6-Speed Automatic,Gasoline , Front-wheel Drive , Blizzard Pearl , 4T1BK1EB5GU213916 ,,3.5L V6 24V MPFI DOHC
Toyota Camry LE,2020,"20,194 ","22,999",Automatic,Gasoline , Front-wheel Drive , Silver , 4T1C11AK4LU993284 ,,Regular Unleaded I-4 2.5 L/152
Honda Accord Hybrid EX-L,2017,"78,932 ","23,498",Automatic CVT,Hybrid , Front-wheel Drive , White , JHMCR6F51HC024728 ,,2.0L I4 16V MPFI DOHC Hybrid
Chrysler 300 Limited,2018,"60,820 ","27,991",8-Speed Automatic,Gasoline , Rear-wheel Drive , Gloss Black , 2C3CCAEG1JH140205 ,,3.6L V6 24V MPFI DOHC
Hyundai Elantra SEL,2018,"74,941 ","17,498",6-Speed Automatic,Gasoline , Front-wheel Drive , Electric Blue , 5NPD84LF3JH294452 ,,2.0L I4 16V MPFI DOHC
Dodge Charger Scat Pack,2019,"12,394 ","45,990",8-Speed Automatic,Gasoline , Rear-wheel Drive , Red , 2C3CDXGJ1KH661743 ,,6.4L V8 16V MPFI OHV
Toyota Avalon XSE,2020,"7,623 ","40,998",8-Speed Automatic,Gasoline , Front-wheel Drive , Gray , 4T1EZ1FB6LU049187 ,,3.5L V6 24V PDI DOHC
Nissan Altima 2.5 SR,2019,"29,201 ","23,690",Automatic CVT,Gasoline , Front-wheel Drive , Gray , 1N4BL4CV5KC182350 ,,2.5L I4 16V GDI DOHC
Volkswagen Jetta 1.4T S,2019,"18,561 ","22,591",8-Speed Automatic,Gasoline , Front-wheel Drive , Silk Blue Metallic , 3VWC57BUXKM094182 ,,1.4L I4 16V GDI DOHC Turbo
Lexus ES 350 Base,2018,"15,482 ","34,150",6-Speed Automatic,Gasoline , Front-wheel Drive , Caviar , 58ABK1GG2JU107965 ,,3.5L V6 24V MPFI DOHC
Honda Accord Sport 2.0T,2019,"21,957 ","31,100",10-Speed Automatic,Gasoline , Front-wheel Drive , Silver , 1HGCV2F39KA033587 ,,2.0L I4 16V GDI DOHC Turbo
Toyota Camry L,2019,"5,007 ","33,652",8-Speed Automatic,Gasoline , Front-wheel Drive , Super White , 4T1B11HK4KU233114 ,,2.5L I4 16V PDI DOHC
BMW 550 i,2016,"52,871 ","33,800",8-Speed Automatic,Gasoline , Rear-wheel Drive , Dark Graphite Metallic , WBAKN9C5XGD962442 ,,4.4L V8 32V GDI DOHC Twin Turbo
Mercedes-Benz S-Class S 560 4MATIC,2019,"15,249 ","87,655",9-Speed Automatic,Gasoline , All-wheel Drive , Silver Gray , WDDUG8GB6KA437555 ,,4.0L V8 32V GDI DOHC Twin Turbo
Nissan Altima 2.5 SV,2018,"77,178 ","18,988",Automatic CVT,Gasoline , Front-wheel Drive , Glacier White , 1N4AL3AP4JC138526 ,,2.5L I4 16V MPFI DOHC
